Sample	passed	failed	total
S133A	33538	0	33538
S133B	33538	0	33538
S134A	33538	0	33538
S134B	33538	0	33538
S135A	33538	0	33538
S135B	33538	0	33538
S149A	33538	0	33538
S149B	33538	0	33538
S150A	33538	0	33538
S150B	33538	0	33538
S158A	33538	0	33538
S158B	33538	0	33538
S159A	33538	0	33538
S159B	33538	0	33538
Final_Features	33538	0	33538
