seurat_clusters	Sample	.n	.frac
c11	S159B	209	0.0759447674418605
c12	S133A	478	0.18230358504958
c12	S133B	34	0.0129672006102212
c12	S134A	268	0.102212051868802
c12	S134B	27	0.0102974828375286
c12	S135A	266	0.101449275362319
c12	S135B	32	0.0122044241037376
c12	S149A	271	0.103356216628528
c12	S149B	68	0.0259344012204424
c12	S150A	401	0.152936689549962
c12	S150B	12	0.0045766590389016
c12	S158A	114	0.0434782608695652
c12	S158B	131	0.0499618611746758
c12	S159A	304	0.115942028985507
c12	S159B	216	0.0823798627002288
c13	S133A	57	0.0235829540753
c13	S133B	99	0.0409598676044683
c13	S134A	356	0.147290028961523
c13	S134B	48	0.019859329747621
c13	S135A	560	0.231692180388912
c13	S135B	291	0.120397186594952
c13	S149A	134	0.0554406288787753
c13	S149B	99	0.0409598676044683
c13	S150A	398	0.164666942490691
c13	S150B	62	0.0256516342573438
c13	S158A	71	0.0293752585850228
c13	S158B	121	0.0500620604054613
c13	S159A	48	0.019859329747621
c13	S159B	73	0.0302027306578403
c14	S133A	92	0.0693293142426526
c14	S133B	184	0.138658628485305
c14	S134A	73	0.0550113036925396
c14	S134B	78	0.0587792012057272
c14	S135A	83	0.0625470987189148
c14	S135B	88	0.0663149962321025
c14	S149A	165	0.124340617935192
c14	S149B	15	0.0113036925395629
c14	S150A	333	0.250941974378297
c14	S150B	17	0.012810851544838
c14	S158A	73	0.0550113036925396
c14	S158B	27	0.0203466465712133
c14	S159A	59	0.0444611906556142
c14	S159B	40	0.0301431801055011
c15	S133A	122	0.118908382066277
c15	S133B	2	0.00194931773879142
c15	S134A	36	0.0350877192982456
c15	S134B	3	0.00292397660818713
c15	S135A	36	0.0350877192982456
c15	S135B	8	0.00779727095516569
c15	S149A	109	0.106237816764133
c15	S149B	15	0.0146198830409357
c15	S150A	541	0.52729044834308
c15	S150B	3	0.00292397660818713
c15	S158A	14	0.01364522417154
c15	S158B	16	0.0155945419103314
c15	S159A	96	0.0935672514619883
c15	S159B	25	0.0243664717348928
c16	S133A	68	0.0739130434782609
c16	S133B	111	0.120652173913043
c16	S134A	19	0.0206521739130435
c16	S134B	140	0.152173913043478
c16	S135A	36	0.0391304347826087
c16	S135B	43	0.0467391304347826
c16	S149A	120	0.130434782608696
c16	S149B	131	0.142391304347826
c16	S150A	137	0.148913043478261
c16	S150B	59	0.0641304347826087
c16	S158A	6	0.00652173913043478
c16	S158B	11	0.0119565217391304
c16	S159A	21	0.0228260869565217
c16	S159B	18	0.0195652173913043
c17	S133A	8	0.0398009950248756
c17	S133B	3	0.0149253731343284
c17	S134A	23	0.114427860696517
c17	S134B	7	0.0348258706467662
c17	S135A	19	0.0945273631840796
c17	S135B	6	0.0298507462686567
c17	S149A	8	0.0398009950248756
c17	S149B	11	0.054726368159204
c17	S150A	35	0.174129353233831
c17	S150B	12	0.0597014925373134
c17	S158A	4	0.0199004975124378
c17	S158B	8	0.0398009950248756
c17	S159A	6	0.0298507462686567
c17	S159B	51	0.253731343283582
