seurat_clusters	Sample	.n	.frac
c1	S133A	543	0.0572301854974705
c1	S133B	653	0.0688237774030354
c1	S134A	555	0.0584949409780776
c1	S134B	725	0.0764123102866779
c1	S135A	428	0.0451096121416526
c1	S135B	667	0.0702993254637437
c1	S149A	1224	0.129005059021922
c1	S149B	527	0.055543844856661
c1	S150A	1711	0.18033305227656
c1	S150B	315	0.0331998313659359
c1	S158A	229	0.0241357504215852
c1	S158B	398	0.0419477234401349
c1	S159A	791	0.0833684654300169
c1	S159B	722	0.0760961214165261
c2	S133A	503	0.0749515720458948
c2	S133B	336	0.0500670540902995
c2	S134A	327	0.0487259722843093
c2	S134B	1166	0.173744598420504
c2	S135A	199	0.0296528088213381
c2	S135B	718	0.106988526300104
c2	S149A	468	0.0697362539114886
c2	S149B	526	0.0783787811056474
c2	S150A	701	0.104455371777678
c2	S150B	270	0.040232454179705
c2	S158A	193	0.0287587542840113
c2	S158B	454	0.0676501266577261
c2	S159A	410	0.0610937267173298
c2	S159B	440	0.0655639994039636
c3	S133A	540	0.0860420650095602
c3	S133B	379	0.0603887826641173
c3	S134A	386	0.0615041427660931
c3	S134B	308	0.0490758444869344
c3	S135A	293	0.0466857871255577
c3	S135B	352	0.0560866794136393
c3	S149A	721	0.114882090503505
c3	S149B	396	0.0630975143403442
c3	S150A	1125	0.17925430210325
c3	S150B	240	0.0382409177820268
c3	S158A	223	0.0355321861057999
c3	S158B	279	0.0444550669216061
c3	S159A	528	0.0841300191204589
c3	S159B	506	0.0806246016571064
c4	S133A	608	0.0983023443815683
c4	S133B	590	0.095392077607114
c4	S134A	431	0.0696847210994341
c4	S134B	368	0.059498787388844
c4	S135A	541	0.0874696847210994
c4	S135B	672	0.108649959579628
c4	S149A	483	0.0780921584478577
c4	S149B	320	0.0517380759902991
c4	S150A	246	0.0397736459175424
c4	S150B	172	0.0278092158447858
c4	S158A	413	0.0667744543249798
c4	S158B	579	0.0936135812449475
c4	S159A	209	0.0337914308811641
c4	S159B	553	0.0894098625707356
c5	S133A	140	0.0335329341317365
c5	S133B	44	0.0105389221556886
c5	S134A	175	0.0419161676646707
c5	S134B	29	0.00694610778443114
c5	S135A	76	0.0182035928143713
c5	S135B	28	0.00670658682634731
c5	S149A	690	0.165269461077844
c5	S149B	149	0.035688622754491
c5	S150A	1975	0.473053892215569
c5	S150B	26	0.00622754491017964
c5	S158A	36	0.00862275449101796
c5	S158B	55	0.0131736526946108
c5	S159A	620	0.148502994011976
c5	S159B	132	0.0316167664670659
c6	S133A	175	0.043728135932034
c6	S133B	437	0.109195402298851
c6	S134A	134	0.0334832583708146
c6	S134B	360	0.0899550224887556
c6	S135A	211	0.0527236381809095
c6	S135B	275	0.0687156421789105
c6	S149A	740	0.184907546226887
c6	S149B	325	0.0812093953023488
c6	S150A	242	0.0604697651174413
c6	S150B	178	0.0444777611194403
c6	S158A	231	0.0577211394302849
c6	S158B	267	0.0667166416791604
c6	S159A	229	0.0572213893053473
c6	S159B	198	0.0494752623688156
c7	S133A	749	0.201181842600054
c7	S133B	241	0.0647327424120333
c7	S134A	225	0.0604351329572925
c7	S134B	184	0.0494225087295192
c7	S135A	312	0.0838033843674456
c7	S135B	319	0.0856835885038947
c7	S149A	248	0.0666129465484824
c7	S149B	96	0.0257856567284448
c7	S150A	260	0.069836153639538
c7	S150B	113	0.0303518667741069
c7	S158A	224	0.0601665323663712
c7	S158B	205	0.0550631211388665
c7	S159A	188	0.0504969110932044
c7	S159B	359	0.0964276121407467
c8	S133A	131	0.0406327543424318
c8	S133B	22	0.00682382133995037
c8	S134A	55	0.0170595533498759
c8	S134B	30	0.00930521091811414
c8	S135A	245	0.0759925558312655
c8	S135B	107	0.0331885856079404
c8	S149A	911	0.282568238213399
c8	S149B	127	0.0393920595533499
c8	S150A	962	0.298387096774194
c8	S150B	23	0.00713399503722084
c8	S158A	52	0.0161290322580645
c8	S158B	209	0.0648263027295285
c8	S159A	225	0.0697890818858561
c8	S159B	125	0.0387717121588089
c9	S133A	395	0.134674394817593
c9	S133B	211	0.0719399931810433
c9	S134A	81	0.0276167746334811
c9	S134B	62	0.0211387657688374
c9	S135A	254	0.086600750085237
c9	S135B	236	0.0804636890555745
c9	S149A	403	0.137401977497443
c9	S149B	142	0.0484145925673372
c9	S150A	236	0.0804636890555745
c9	S150B	68	0.0231844527787249
c9	S158A	166	0.0565973406068871
c9	S158B	298	0.101602454824412
c9	S159A	176	0.0600068189566996
c9	S159B	205	0.0698943061711558
c10	S133A	117	0.0408662242403074
c10	S133B	29	0.0101292350681104
c10	S134A	35	0.0122249388753056
c10	S134B	29	0.0101292350681104
c10	S135A	102	0.0356269647223192
c10	S135B	29	0.0101292350681104
c10	S149A	703	0.24554662940971
c10	S149B	95	0.0331819769472581
c10	S150A	1344	0.469437652811736
c10	S150B	22	0.00768424729304925
c10	S158A	16	0.005588543485854
c10	S158B	33	0.0115263709395739
c10	S159A	228	0.0796367446734195
c10	S159B	81	0.0282920013971359
c11	S133A	694	0.25218023255814
c11	S133B	47	0.017078488372093
c11	S134A	242	0.0879360465116279
c11	S134B	31	0.0112645348837209
c11	S135A	202	0.0734011627906977
c11	S135B	65	0.0236191860465116
c11	S149A	252	0.0915697674418605
c11	S149B	52	0.0188953488372093
c11	S150A	414	0.150436046511628
c11	S150B	8	0.00290697674418605
c11	S158A	125	0.045421511627907
c11	S158B	132	0.0479651162790698
c11	S159A	279	0.101380813953488
