seurat_clusters	Sample	.n	.frac
c1	S133A	485	0.0989392084863321
c1	S133B	377	0.125332446808511
c1	S134A	331	0.12053896576839
c1	S134B	334	0.131031777167517
c1	S135A	261	0.0841935483870968
c1	S135B	385	0.123278898495037
c1	S149A	669	0.09375
c1	S149B	387	0.155671761866452
c1	S150A	838	0.0833499104833897
c1	S150B	208	0.157695223654284
c1	S158A	235	0.120698510529019
c1	S158B	276	0.103023516237402
c1	S159A	464	0.116145181476846
c1	S159B	433	0.124461052026444
c2	S133A	297	0.0605875152998776
c2	S133B	317	0.105385638297872
c2	S134A	340	0.123816460305899
c2	S134B	276	0.108277755982738
c2	S135A	241	0.077741935483871
c2	S135B	330	0.10566762728146
c2	S149A	439	0.0615190582959641
c2	S149B	310	0.124698310539019
c2	S150A	906	0.0901133877063855
c2	S150B	223	0.169067475360121
c2	S158A	131	0.0672829994863893
c2	S158B	216	0.0806270996640538
c2	S159A	374	0.0936170212765957
c2	S159B	399	0.114688128772636
c3	S133A	413	0.0842513259893921
c3	S133B	378	0.125664893617021
c3	S134A	338	0.123088128186453
c3	S134B	295	0.115731659474304
c3	S135A	370	0.119354838709677
c3	S135B	491	0.157220621197566
c3	S149A	298	0.0417600896860987
c3	S149B	202	0.081255028157683
c3	S150A	211	0.0209866719713547
c3	S150B	113	0.0856709628506444
c3	S158A	270	0.138674884437596
c3	S158B	378	0.141097424412094
c3	S159A	166	0.0415519399249061
c3	S159B	458	0.131647025007186
c4	S133A	172	0.0350877192982456
c4	S133B	70	0.0232712765957447
c4	S134A	152	0.0553532410779315
c4	S134B	48	0.0188309140839545
c4	S135A	91	0.0293548387096774
c4	S135B	44	0.0140890169708614
c4	S149A	771	0.108043721973094
c4	S149B	153	0.0615446500402253
c4	S150A	2026	0.20151183608514
c4	S150B	25	0.0189537528430629
c4	S158A	35	0.0179763739085773
c4	S158B	55	0.0205300485255692
c4	S159A	580	0.145181476846058
c4	S159B	111	0.0319057200344927
c5	S133A	708	0.144430844553244
c5	S133B	300	0.0997340425531915
c5	S134A	193	0.0702840495265841
c5	S134B	183	0.0717928599450765
c5	S135A	388	0.125161290322581
c5	S135B	437	0.139929554915146
c5	S149A	319	0.0447029147982063
c5	S149B	146	0.0587288817377313
c5	S150A	219	0.0217823751740601
c5	S150B	122	0.0924943138741471
c5	S158A	254	0.130457113507961
c5	S158B	322	0.120194102276969
c5	S159A	169	0.0423028785982478
c5	S159B	401	0.115263006611095
c6	S133A	148	0.0301917584659323
c6	S133B	362	0.120345744680851
c6	S134A	157	0.0571740713765477
c6	S134B	454	0.178109062377403
c6	S135A	154	0.0496774193548387
c6	S135B	277	0.0886967659301953
c6	S149A	780	0.109304932735426
c6	S149B	274	0.110217216411907
c6	S150A	461	0.0458523970558982
c6	S150B	138	0.104624715693707
c6	S158A	133	0.0683102208525937
c6	S158B	213	0.0795072788353863
c6	S159A	309	0.0773466833541927
c6	S159B	251	0.0721471687266456
c7	S133A	315	0.0642594859241126
c7	S133B	495	0.164561170212766
c7	S134A	148	0.0538965768390386
c7	S134B	214	0.0839544919576304
c7	S135A	317	0.102258064516129
c7	S135B	352	0.112712135766891
c7	S149A	482	0.0675448430493274
c7	S149B	269	0.108205953338697
c7	S150A	132	0.0131291028446389
c7	S150B	169	0.128127369219105
c7	S158A	292	0.149974319465845
c7	S158B	365	0.136244867487869
c7	S159A	143	0.0357947434292866
c7	S159B	208	0.0597872951997701
c8	S133A	227	0.0463076295389637
c8	S133B	169	0.0561835106382979
c8	S134A	231	0.084122359796067
c8	S134B	192	0.075323656335818
c8	S135A	146	0.0470967741935484
c8	S135B	168	0.0537944284341979
c8	S149A	522	0.0731502242152466
c8	S149B	151	0.0607401448109413
c8	S150A	1151	0.114481798289238
c8	S150B	74	0.0561031084154663
c8	S158A	67	0.034411915767848
c8	S158B	106	0.0395670026129153
c8	S159A	392	0.0981226533166458
c8	S159B	295	0.0847944811727508
c9	S133A	920	0.187678498572011
c9	S133B	81	0.0269281914893617
c9	S134A	290	0.105608157319738
c9	S134B	56	0.0219693997646136
c9	S135A	262	0.0845161290322581
c9	S135B	106	0.0339417227025296
c9	S149A	319	0.0447029147982063
c9	S149B	62	0.0249396621078037
c9	S150A	447	0.0444599164511637
c9	S150B	27	0.020470053070508
c9	S158A	192	0.098613251155624
c9	S158B	190	0.0709219858156028
c9	S159A	320	0.0801001251564456
c9	S159B	280	0.0804828973843058
c10	S133A	445	0.0907792737658099
c10	S133B	34	0.0113031914893617
c10	S134A	262	0.0954115076474873
c10	S134B	26	0.010200078462142
c10	S135A	256	0.0825806451612903
c10	S135B	31	0.00992635286583413
c10	S149A	251	0.0351737668161435
c10	S149B	67	0.0269509251810137
c10	S150A	377	0.0374975134274915
c10	S150B	9	0.00682335102350265
c10	S158A	109	0.0559835644581407
c10	S158B	123	0.0459126539753639
c10	S159A	281	0.0703379224030038
c10	S159B	206	0.0592124173613107
c11	S133A	89	0.018155854753162
c11	S133B	16	0.00531914893617021
c11	S134A	35	0.0127458120903132
c11	S134B	21	0.00823852491173009
c11	S135A	172	0.0554838709677419
c11	S135B	86	0.0275376240794108
c11	S149A	601	0.0842208520179372
c11	S149B	100	0.0402252614641995
c11	S150A	514	0.0511239307738214
c11	S150B	14	0.0106141015921152
c11	S158A	36	0.0184899845916795
c11	S158B	158	0.0589772303098171
c11	S159A	158	0.039549436795995
c11	S159B	94	0.0270192584075884
c12	S133A	98	0.0199918400652795
c12	S133B	198	0.0658244680851064
c12	S134A	82	0.0298616168973052
c12	S134B	227	0.0890545311887014
c12	S135A	84	0.0270967741935484
c12	S135B	96	0.0307396733909702
c12	S149A	189	0.0264854260089686
c12	S149B	25	0.0100563153660499
c12	S150A	365	0.0363039586234335
c12	S150B	19	0.0144048521607278
c12	S158A	76	0.0390344119157678
c12	S158B	31	0.0115714818962299
c12	S159A	82	0.0205256570713392
c12	S159B	57	0.0163840183960908
c13	S133A	186	0.0379436964504284
c13	S133B	81	0.0269281914893617
c13	S134A	59	0.0214857975236708
c13	S134B	36	0.0141231855629659
c13	S135A	97	0.0312903225806452
c13	S135B	49	0.015690041626641
c13	S149A	311	0.0435818385650224
c13	S149B	85	0.0341914722445696
c13	S150A	254	0.0252635766858962
c13	S150B	37	0.0280515542077331
c13	S158A	49	0.0251669234720082
c13	S158B	103	0.0384471817842479
