gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster
SAMD11	2.71839470093532e-25	0.00276872852939716	0.548159749412686	0.045774332540575	3.00393810477656e-24	c20
KLHL17	8.60523597302347e-07	0.00275585781884047	2.07517619420517	1.0478341775049	4.27052980265258e-06	c20
PLEKHN1	2.59387207285401e-56	0.0155470606117363	3.99373531714957	0.882648542684565	5.06069119135414e-55	c20
ACAP3	1.74370481592916e-65	0.0331774110044585	11.3547376664056	4.13760162399371	3.76806521370052e-64	c20
CPTP	2.08280378685835e-171	0.0552637834454917	14.6436961628818	3.57935378583583	9.3137431204874e-170	c20
TAS1R3	0	0.0735861540281122	10.6891151135474	0.223896191774551	0	c20
DVL1	3.019036357048e-10	0.00665715596229201	3.05403288958496	1.48766580756869	1.89292281440785e-09	c20
ATAD3C	0	0.0685789690811777	10.7674236491778	0.435851253321127	0	c20
SLC35E2B	1.17315227378712e-22	0.00050514578935347	10.610806577917	5.63621346760471	1.21286007886166e-21	c20
TMEM52	3.53657249242653e-43	0.00926808695334182	1.87940485512921	0.291562596399749	5.72440001211395e-42	c20
HES5	0.00603491823832408	0.00107448010295459	0.195771339075959	0.0587105569542157	0.0195083458194615	c20
TNFRSF14-AS1	7.67478709229713e-13	7.62198700981556e-05	5.01174628034456	2.60913695481277	5.49993610045857e-12	c20
TPRG1L	1.71075905308241e-09	0.00276050721616561	4.11119812059515	2.25488342471615	1.01173403495464e-08	c20
TP73	2.93125378857718e-08	0.00181842131938747	2.3884103367267	1.16426019722767	1.60871198758471e-07	c20
SMIM1	1.64461124305643e-194	0.0393898939086315	9.51448707909162	1.56428805986487	8.04037490810881e-193	c20
LINC01134	0.0080334696798673	0.000899860909373636	0.234925606891151	0.0806026290388385	0.0254439990672764	c20
AL031847.1	1.57999714075434e-05	0.000812879706405274	0.195771339075959	0.0318430139412695	6.99537215928965e-05	c20
RNF207	0.00310438595416855	0.000463067775098652	0.939702427564605	0.510483317245977	0.0105379449525207	c20
TAS1R1	1.87439696351774e-10	0.000454261614832765	0.117462803445576	0.00497547092832337	1.19262996324147e-09	c20
THAP3	5.79378298906428e-22	0.00382461906624661	7.08692247454973	3.39625645567353	5.87222405219819e-21	c20
AL365194.1	0.000586987779090715	0.000165197306696516	0.0391542678151919	0.00199018837132935	0.00219097638284461	c20
SLC2A5	2.56275651510873e-127	0.0503844261764009	9.47533281127643	2.14741325266436	9.0378262885086e-126	c20
LINC01759	3.13721322100293e-05	0.00116888316207853	0.704776820673453	0.265690147572468	0.000134822984374675	c20
SPSB1	2.93380929914231e-22	0.00278457600365424	7.63508222396241	3.71767187764322	3.00348279226602e-21	c20
AL928921.2	2.09850136041339e-10	0.0017497343104625	0.391542678151919	0.0597056511398804	1.33042606097437e-09	c20
PIK3CD-AS2	0	0.0586690447306717	10.4933437744714	0.952305135681092	0	c20
SRM	0	0.25477350195628	43.9310884886453	10.9301145353408	0	c20
AL109811.1	0.0099390550608522	0.00042538369988127	0.117462803445576	0.0278626371986108	0.0310195448195478	c20
C1orf167	1.50248779102628e-60	0.00476370855859408	0.861393891934221	0.0417939557979163	3.08386998380902e-59	c20
PLOD1	2.77163147603463e-32	0.0142130535921338	10.2192638997651	4.81128038768869	3.66252862266546e-31	c20
UQCRHL	1.07896081593876e-32	0.0132770429169537	13.1949882537197	6.68106236255262	1.43652988665955e-31	c20
CPLANE2	9.00844054932688e-05	0.000808975362471935	0.978856695379796	0.445802195177774	0.000369843406957186	c20
AL035413.1	1.18264013955954e-29	0.00989045500568502	2.58418167580266	0.666713104395331	1.46738383279867e-28	c20
PLA2G2D	1.20677482679438e-119	0.0098155263720254	1.87940485512921	0.101499606937797	4.05539219849999e-118	c20
PINK1	8.4860469673259e-121	0.0336014085781876	8.88801879404855	1.98720308877235	2.87189750948714e-119	c20
DDOST	3.45214743367224e-111	0.141011011870147	56.2646828504307	27.2307523907138	1.09431115907845e-109	c20
AL031728.1	2.58612383191185e-06	0.00179219010411827	0.978856695379796	0.383111261480899	1.23481522031121e-05	c20
USP48	3.74023141056032e-132	0.0887252710517796	32.8112764291308	13.3442130297633	1.3784602312898e-130	c20
LDLRAD2	7.18834158749659e-23	0.00408459164909084	0.587314017227878	0.0587105569542157	7.45462585533273e-22	c20
