gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster
NOC2L	2.75514835536117e-28	0.0523084225274499	20.4231830726771	9.56649666535897	2.93061102258493e-27	c29
KLHL17	0.000923647088695141	0.0018683496200339	2.11591536338546	1.06218124754806	0.00304954479825336	c29
UBE2J2	4.11396977824157e-56	0.136009683957948	33.3946642134315	14.5400156924284	9.04749629001088e-55	c29
ACAP3	0.000214998118849804	0.00129962074914741	6.71573137074517	4.29089839152609	0.000753538186851786	c29
PUSL1	1.323155546562e-05	0.00482871837454318	7.45170193192272	4.53413103177717	5.0942475858795e-05	c29
INTS11	3.44465536850714e-50	0.117861297953873	29.3468261269549	12.7138093369949	6.70109348892067e-49	c29
CPTP	3.21238107114557e-75	0.0926332489845058	14.6274149034039	3.73872106708513	1.00220312896819e-73	c29
TAS1R3	8.13320785035823e-231	0.0630708526173512	7.26770929162834	0.410945468811299	9.2464923689937e-229	c29
AURKAIP1	6.59249902943023e-44	0.267048884642506	62.6494940202392	35.9484111416242	1.10604918683857e-42	c29
MRPL20	7.15774357759186e-39	0.195529288845562	55.4737810487581	30.8513142408788	1.0478236757105e-37	c29
ATAD3C	1.46630805543353e-10	0.0089974930969438	2.29990800367985	0.674774421341703	7.62316533299175e-10	c29
ATAD3B	1.0295991955951e-09	0.0179543698036004	7.91168353265869	4.08689682228325	5.13009921584735e-09	c29
ATAD3A	1.87256203371616e-24	0.0341315551610453	10.3035878564857	4.00255001961554	1.73774171241762e-23	c29
SSU72	9.69694903158303e-10	0.0561079328888433	52.3459061637535	35.1324048646528	4.83952792591119e-09	c29
CDK11B	3.13889581421049e-24	0.0574751910294026	21.803127874885	11.0062769713613	2.89607394269577e-23	c29
FO704657.1	4.80611358153105e-08	0.0054222965700945	1.01195952161914	0.21871322087093	2.16766322347214e-07	c29
SLC35E2B	3.56227579109765e-07	0.00130201881253773	9.65961361545538	5.71792859945077	1.52776989107203e-06	c29
CDK11A	1.1217225130015e-26	0.0640723344140677	18.6752529898804	8.70733621027854	1.12602004313213e-25	c29
NADK	8.52306627075657e-44	0.0964012273941764	20.7911683532659	8.44939191839937	1.42638022249817e-42	c29
GNB1	8.90843496131131e-18	0.0653703493815054	34.4066237350506	20.8630835621812	6.31250986123936e-17	c29
AL391845.1	0.00153207561858685	0.000607750777407294	0.0919963201471941	0.00686543742644174	0.00494416802046562	c29
PRKCZ	5.35301865116459e-05	0.00558570419384218	5.61177552897884	3.30816006276971	0.00019676626427308	c29
PRKCZ-AS1	1.11832730174819e-06	0.00138810731453278	0.367985280588776	0.0441349548842683	4.65803043293973e-06	c29
FAAP20	2.9299770914593e-07	0.0127897909472673	39.9264029438822	27.7079246763437	1.26435372739787e-06	c29
