gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster
AL627309.1	3.09394434213778e-07	0.00165368133326533	0.447427293064877	0.067842605156038	8.3972408632044e-07	c27
AL627309.4	3.07309043797987e-18	0.0003982427618224	0.0745712155108128	0	1.16787883409597e-17	c27
AL732372.1	3.04008003475323e-60	0.00467378206963527	0.372856077554064	0.00196645232336342	2.45741634624136e-59	c27
AC114498.1	3.07309043797987e-18	0.000802909902335843	0.0745712155108128	0	1.16787883409597e-17	c27
AL669831.5	0.00285237055241755	0.00117911292320152	1.49142431021626	0.765933179950052	0.00631812981883493	c27
AL645608.7	0.00243679308567879	0.000138551808252569	0.0745712155108128	0.00589935697009026	0.00541692626151622	c27
AL645608.3	0.000897468956998775	0.000284786401057588	0.0745712155108128	0.00491613080840855	0.00205106057102725	c27
SAMD11	1.54953421355851e-06	0.000599935001044725	0.372856077554064	0.054077438892494	4.05653566890369e-06	c27
NOC2L	3.29754197538572e-40	0.0499159537314168	21.4019388516033	9.52647828053409	2.01041561117045e-39	c27
PLEKHN1	1.99766521020321e-103	0.0301206584878326	6.71140939597315	0.883920319351857	2.48047744612348e-102	c27
PERM1	8.04142096408278e-251	0.0105862968959092	1.93885160328113	0.0176980709102708	2.0171516551489e-249	c27
HES4	2.48081152980503e-54	0.0715532301168828	18.0462341536167	6.67512241165713	1.87264139290122e-53	c27
ISG15	2.40194725110949e-22	0.193768652314516	57.1215510812826	39.021296678662	1.03370341213538e-21	c27
AGRN	1.85883469642947e-266	0.101420721004499	15.137956748695	1.77472322183549	4.85526464554919e-265	c27
RNF223	0	0.0377052039583756	4.10141685309471	0.00294967848504513	0	c27
C1orf159	2.42405415163892e-16	0.00864244247293555	5.51826994780015	2.14539948478949	8.79276748190203e-16	c27
AL390719.2	3.56824922517976e-235	0.00816547784105708	1.49142431021626	0.00786580929345368	8.55410596955531e-234	c27
TTLL10-AS1	0.000140727785886054	0.00156476129196405	0.149142431021626	0.0147483924252257	0.000337895796323488	c27
TTLL10	9.66043036434435e-05	0.00151732787347945	0.447427293064877	0.100289068491534	0.000233507397159914	c27
SDF4	7.86880262501471e-09	0.0348735495551744	43.6241610738255	30.7405659449787	2.26216271590728e-08	c27
B3GALT6	4.835731753829e-42	0.0243374233873952	9.09768829231916	2.75106680038542	3.02576066343129e-41	c27
C1QTNF12	0	0.0977750280867039	10.6636838180462	0.213360077084931	0	c27
UBE2J2	3.27596851965558e-34	0.0546609116294693	28.5607755406413	14.5566633236977	1.7712305692763e-33	c27
SCNN1D	0.00554653100983045	0.00151450666836483	0.671140939597315	0.27038719446247	0.0120439985113431	c27
ACAP3	1.36005520774403e-36	0.0309232882556383	11.558538404176	4.22098991209958	7.76004279641363e-36	c27
PUSL1	9.23508969819777e-53	0.0512481009588136	13.4973900074571	4.44713192928637	6.83119625712741e-52	c27
INTS11	2.39276965381222e-32	0.0430504786539986	25.3542132736764	12.7249129844847	1.25427803453508e-31	c27
CPTP	2.5742678093142e-75	0.049292643346157	13.7211036539896	3.72347747428864	2.4738049796212e-74	c27
DVL1	1.09831846327458e-64	0.0316490470682745	7.23340790454884	1.4512418146422	9.34434414543449e-64	c27
AURKAIP1	1.73851125844056e-40	0.258240457098729	56.3758389261745	35.9644465419936	1.06437003624643e-39	c27
CCNL2	4.89078798979371e-17	0.00243357189228513	22.5950782997763	13.026763416121	1.80229917153831e-16	c27
MRPL20	6.33904624991127e-51	0.256459603621676	52.9455630126771	30.8231569425599	4.50040078597638e-50	c27
AL391244.3	0.000110340057575011	0.000510560705850058	0.372856077554064	0.07472518828781	0.00026598036735073	c27
ANKRD65	0	0.082664571246051	11.4093959731544	0.30480011012133	0	c27
AL391244.2	0	0.00916563685468613	1.86428038777032	0.00491613080840855	0	c27
LINC01770	2.39249294266792e-87	0.0085321160989311	1.19313944817301	0.030480011012133	2.59087595451071e-86	c27
VWA1	0	0.0703386027255166	9.91797166293811	0.169114899809254	0	c27
ATAD3C	7.09771786811305e-34	0.016193457070188	3.43027591349739	0.655811849841701	3.82091913099158e-33	c27
ATAD3B	5.29050303902059e-12	0.00107517359933924	8.05369127516778	4.07547244017069	1.70575745936044e-11	c27
ATAD3A	5.52786470778803e-32	0.0278159651458143	10.5891126025354	3.98304918097261	2.87922855365421e-31	c27
TMEM240	0.00312529986978836	0.000702306903632029	0.149142431021626	0.0226142017186793	0.00690489506145995	c27
SSU72	5.24306543329165e-35	0.224882638052939	55.0335570469799	35.0539791162763	2.92582243763287e-34	c27
FNDC10	2.33192568825332e-85	0.0194476363382263	4.47427293064877	0.4945627593259	2.48279757881396e-84	c27
AL691432.2	4.65842521595043e-16	0.00196896319796919	4.92170022371365	1.8278174345663	1.6792160886989e-15	c27
MIB2	2.24076384537974e-159	0.180049872475819	30.0521998508576	8.25320040115627	3.98044162321746e-158	c27
FO704657.1	0.0227776280600333	0.000303062496941143	0.52199850857569	0.223192338701748	0.0470391680958989	c27
NADK	5.83471780378699e-13	0.00286826815147789	14.7651006711409	8.49802371541502	1.93862458592637e-12	c27
GNB1	1.55866758907277e-13	0.0293781906702669	32.2147651006711	20.8581597939158	5.27493376410924e-13	c27
AL109917.1	8.45582894515427e-06	0.00254909082711654	0.596569724086503	0.135685210312076	2.14452201423611e-05	c27
TMEM52	1.03097714753755e-64	0.0142269442505112	2.98284862043251	0.295951074666195	8.77586588175489e-64	c27
