Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
E2F Targets	190/200	2.38802700544697e-71	1.19401350272349e-69	0	0	34.7198343567043	5645.89899692736	DCLRE1B;JPT1;NUP107;POP7;MRE11;DSCC1;CSE1L;CCP110;BUB1B;SMC6;MKI67;SMC3;SMC4;IPO7;CDC20;PNN;PTTG1;WDR90;CHEK2;CHEK1;STMN1;NBN;KPNA2;TMPO;TIPIN;LIG1;CDC25A;CDC25B;ILF3;DDX39A;MELK;MSH2;MTHFD2;CCNE1;ZW10;TIMELESS;SRSF2;TP53;ASF1A;ASF1B;SNRPB;SLBP;NUP205;DNMT1;RNASEH2A;CDCA3;PRKDC;SHMT1;AK2;CDCA8;NOLC1;HMMR;PDS5B;GSPT1;RAD51AP1;CCNB2;ORC6;RACGAP1;UBR7;RAD21;ORC2;PLK4;BARD1;XRCC6;CBX5;PLK1;HMGA1;NUP153;PA2G4;PAICS;EIF2S1;POLA2;STAG1;KIF18B;DIAPH3;NASP;UBE2S;CDK4;UBE2T;KIF4A;ANP32E;HNRNPD;CDK1;CNOT9;MXD3;EZH2;TOP2A;CDKN1B;MCM7;SUV39H1;HMGB2;HMGB3;PSIP1;BRCA1;CTCF;BRCA2;CKS1B;LMNB1;SYNCRIP;XPO1;ING3;MYBL2;TK1;POLE;LBR;DLGAP5;TCF19;HELLS;RFC3;RFC1;EED;RFC2;TUBB;CTPS1;KIF22;TUBG1;SMC1A;DCK;NME1;CIT;MMS22L;RAD51C;ESPL1;CKS2;DEPDC1;MCM3;MCM4;BIRC5;LUC7L3;KIF2C;MCM5;NAA38;MCM6;DCTPP1;MCM2;PRIM2;PRPS1;PCNA;SRSF1;PPM1D;AURKB;UNG;AURKA;TBRG4;PSMC3IP;POLD3;POLD1;TRA2B;EXOSC8;PPP1R8;POLD2;USP1;PMS2;RBBP7;E2F8;GINS1;NOP56;RANBP1;DUT;CDKN2C;RRM2;SPAG5;CDKN2A;GINS3;GINS4;ATAD2;RPA1;DONSON;RPA2;NAP1L1;DEK;SSRP1;MLH1;POLE4;CENPE;NUDT21;RAD50;WEE1;PHF5A;RPA3;TACC3;CENPM;NCAPD2;RAD1;TRIP13;SPC24;RAN;MAD2L1;CDKN3;SPC25
G2-M Checkpoint	170/200	7.77433476504025e-47	1.94358369126006e-45	0	0	10.3094119322227	1094.55718737792	JPT1;CCNF;HNRNPU;ARID4A;MKI67;SMC4;SMC2;CDC20;MT2A;RPS6KA5;PTTG1;SNRPD1;KIF5B;CHEK1;STMN1;CDC27;NUSAP1;NEK2;FBXO5;KMT5A;KPNA2;HMGN2;TMPO;SMARCC1;LIG3;PRPF4B;KNL1;CDC25A;CDC25B;TRAIP;SAP30;ILF3;DDX39A;EWSR1;DKC1;NCL;SRSF2;NUP98;KIF20B;KPNB1;CUL5;YTHDC1;TROAP;CUL3;CUL1;NOLC1;HMMR;PDS5B;GSPT1;ORC5;CCNB2;ORC6;RACGAP1;RAD21;G3BP1;PLK4;BARD1;HSPA8;STIL;DR1;UBE2C;ODF2;PLK1;CBX1;HMGA1;CDC7;FANCC;CDC6;NDC80;TPX2;SQLE;STAG1;UCK2;POLA2;NASP;UBE2S;CDK4;KIF4A;HNRNPD;CDK1;MNAT1;EZH2;TOP2A;CDKN1B;NUMA1;SUV39H1;HMGB3;KIF11;CTCF;BRCA2;TENT4A;KIF15;LMNB1;CKS1B;SYNCRIP;CHAF1A;XPO1;EXO1;CHMP1A;PBK;MYBL2;LBR;POLE;TNPO2;UPF1;SS18;PRMT5;RBM14;ATRX;KIF23;KIF22;SMC1A;RAD23B;CCNA2;SFPQ;DBF4;TFDP1;RBL1;ESPL1;INCENP;NUP50;MTF2;CKS2;MCM3;BIRC5;KIF2C;MCM5;MCM6;TOP1;PAFAH1B1;MCM2;PRIM2;DTYMK;SRSF1;TTK;CENPA;SLC7A1;AURKB;AURKA;HIRA;PURA;WRN;CDC45;TRA2B;KATNA1;NSD2;E2F1;RAD54L;E2F2;DMD;E2F3;BUB3;E2F4;SRSF10;BUB1;SLC12A2;GINS2;CASP8AP2;POLQ;CDKN2C;RPA2;MAPK14;PML;CUL4A;CENPE;CENPF;PRC1;TACC3;MAD2L1;CDKN3
Myc Targets V1	164/200	4.54315881544785e-41	7.57193135907976e-40	0	0	8.27699530516432	768.869679488436	HDDC2;HNRNPU;HNRNPR;PWP1;PHB2;UBE2L3;RRP9;PSMD8;CDC20;PSMD7;SNRPD2;TRIM28;SNRPD1;RUVBL2;PSMD3;PSMD1;SNRPD3;TXNL4A;KPNA2;SMARCC1;STARD7;EIF1AX;MRPS18B;ILF2;TUFM;CLNS1A;VDAC3;SRSF2;SNRPG;NHP2;SRSF3;VDAC1;ERH;HPRT1;PPIA;SNRPA;KPNB1;SET;PSMD14;GLO1;CSTF2;CUL1;NOLC1;PHB;GSPT1;PRDX3;LDHA;PCBP1;G3BP1;ORC2;PGK1;CYC1;XRCC6;NOP16;CBX3;GOT2;PA2G4;MRPL23;EIF2S2;EIF2S1;SRPK1;LSM2;AIMP2;LSM7;COPS5;CDK4;CDK2;HNRNPD;UBA2;RNPS1;HNRNPC;EIF4G2;YWHAE;SLC25A3;MCM7;SYNCRIP;XPO1;YWHAQ;C1QBP;DHX15;AP3S1;MRPL9;ACP1;CCT3;TOMM70;CCT2;RFC4;NCBP1;VBP1;NCBP2;CAD;CTPS1;RAD23B;NME1;CCNA2;PSMA6;PSMA4;TFDP1;PSMA1;PSMA2;CANX;TCP1;MCM4;SNRPA1;MCM5;MCM6;MCM2;PRPS2;HDAC2;PCNA;SF3B3;SRSF1;U2AF1;TYMS;COX5A;PSMA7;HSPD1;SRM;PPM1G;EXOSC7;CDC45;PSMB2;PSMB3;TRA2B;FAM120A;POLD2;USP1;EIF4H;SNRPB2;BUB3;CCT7;HNRNPA1;EIF4E;CCT5;CCT4;NOP56;RANBP1;NPM1;SF3A1;DUT;HNRNPA3;RRM1;SSB;PTGES3;NAP1L1;DEK;PSMC6;XPOT;PSMC4;IMPDH2;HNRNPA2B1;SERBP1;NDUFAB1;EIF3J;POLE3;PRPF31;HDGF;SSBP1;TARDBP;ABCE1;EIF3D;RAN;MAD2L1;EIF3B
Oxidative Phosphorylation	155/200	2.17151481316126e-33	2.71439351645157e-32	0	0	6.24580846831486	469.746524605858	ACAA2;ECI1;COX6A1;PHB2;TOMM22;MTRF1;MPC1;PMPCA;ATP6V1E1;PDHX;CPT1A;PHYH;ECH1;SDHC;SDHD;SDHA;SDHB;COX6B1;AFG3L2;OXA1L;FDX1;UQCRC1;VDAC3;VDAC2;SUCLG1;VDAC1;RETSAT;ABCB7;COX15;COX17;ATP5MC2;ATP5MC3;HTRA2;COX7A2;MRPL15;UQCRH;MRPL11;ATP5MC1;ACAT1;TIMM50;PRDX3;LDHB;LDHA;CYB5R3;RHOT1;ATP6V1H;COX11;CYC1;NDUFV2;NDUFV1;ATP6V1D;ATP5MG;ATP5MF;COX10;DECR1;HSPA9;PDHA1;IDH2;GOT2;CS;UQCRQ;OGDH;ACO2;GPI;COX7B;MRPS15;SLC25A3;ALAS1;MRPS11;MRPS12;HCCS;ETFA;ETFB;MRPL34;MRPL35;CASP7;AIFM1;OPA1;NNT;IDH3B;TIMM17A;UQCRFS1;ACADM;DLAT;IDH3A;COX8A;TOMM70;BCKDHA;MRPS22;NDUFC2;NDUFC1;HADHB;HADHA;BDH2;NDUFS8;NDUFS7;NDUFS6;NDUFS4;NDUFS3;NDUFS2;NDUFS1;SLC25A5;SLC25A12;DLD;SLC25A11;FH;NDUFB8;ECHS1;NDUFB7;NDUFB6;TIMM9;NDUFB4;NDUFB3;NDUFB2;ETFDH;DLST;NDUFB1;UQCR10;TIMM10;MRPS30;PDHB;COX5B;COX5A;HSD17B10;ATP5F1A;ATP5F1B;MFN2;POLR2F;SLC25A20;NDUFA9;TIMM8B;ATP5PF;NDUFA8;CYB5A;NDUFA7;ATP5PD;NDUFA6;MDH1;ATP5PB;MTX2;MDH2;NDUFA4;IDH3G;NDUFA3;NDUFA2;NDUFA1;IMMT;ATP5F1C;COX6C;ATP5F1D;LRPPRC;SUCLA2;NDUFAB1;ATP5PO;BAX
Mitotic Spindle	133/199	6.35271489237862e-19	6.35271489237862e-18	0	0	3.63669199072882	152.378247227612	SMC3;SMC4;PPP4R2;KIF5B;ARHGDIA;CDC27;NUSAP1;ARFIP2;CEP250;NEK2;KNTC1;FBXO5;KIFAP3;CDK5RAP2;RALBP1;MAP1S;CEP131;TSC1;ACTN4;TUBA4A;CD2AP;TIAM1;CLIP1;BIN1;GEMIN4;KIF20B;LLGL1;PIF1;TUBGCP2;KLC1;CCNB2;RACGAP1;KIF3B;EPB41L2;CEP72;CEP192;KIF3C;MARK4;ECT2;MYH10;SPTBN1;SAC3D1;PLK1;TBCD;NDC80;NET1;ANLN;TPX2;DLG1;KIF4A;SASS6;NF1;TUBGCP5;CDK1;TUBGCP3;CNTROB;TOP2A;CEP57;YWHAE;NUMA1;KIF11;BRCA2;PKD2;KIF15;LMNB1;PCM1;CAPZB;CNTRL;TLK1;SPTAN1;DLGAP5;SUN2;ARHGEF12;RFC1;KIF23;RHOF;KIF22;SMC1A;DYNLL2;CKAP5;LATS1;ARHGAP10;ESPL1;INCENP;RASA1;RASA2;ARHGEF3;MYH9;BIRC5;ATG4B;KIF2C;MAPRE1;KPTN;RAPGEF5;SOS1;DOCK2;RAPGEF6;ARF6;PAFAH1B1;RABGAP1;STAU1;ROCK1;TUBD1;NEDD9;KATNB1;TTK;HDAC6;AURKA;CDC42;CYTH2;FGD6;KATNA1;RICTOR;PCNT;WASF2;BUB1;CLASP1;ARFGEF1;DYNC1H1;PCGF5;MID1IP1;RANBP9;LRPPRC;CENPE;MYO1E;CENPF;NIN;APC;PRC1;CENPJ;ALMS1;TAOK2;RAB3GAP1
DNA Repair	103/150	3.29197820974728e-16	2.7433151747894e-15	0	0	3.94406265942442	140.605332219414	ARL6IP1;MPG;MPC2;LIG1;GTF2F1;RBX1;CMPK2;HPRT1;TP53;VPS28;POM121;TSG101;CSTF3;COX17;AK3;XPC;AAAS;DGUOK;ZNF707;SAC3D1;POLR3GL;ALYREF;UPF3B;SMAD5;ZWINT;POLA1;POLA2;ADA;FEN1;SNAPC5;SEC61A1;ZNRD1;MRPL40;REV3L;ELOA;DGCR8;TMED2;NELFB;NELFCD;POLH;NELFE;RFC5;RFC3;RFC4;NCBP2;RFC2;DDB2;NME1;NT5C3A;DDB1;RRM2B;DAD1;NFX1;HCLS1;UMPS;GTF2A2;RALA;PCNA;CANT1;GTF3C5;PRIM1;USP11;TAF9;TYMS;POLD3;NT5C;POLD4;POLR2A;TAF1C;POLR2C;POLD1;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;RAE1;POLR2K;SF3A3;DUT;BRF2;TAF12;TAF10;ADRM1;RPA2;GTF2H1;SSRP1;GTF2H3;TARBP2;POLE4;RAD52;NUDT21;RAD51;ERCC3;POLR3C;ERCC4;RPA3;IMPDH2;ERCC8;ERCC5;TAF6
mTORC1 Signaling	121/200	1.21438130506498e-12	8.67415217903557e-12	0	0	2.75661549916948	75.6326705901398	PITPNB;CCNF;ARPC5L;SLA;TMEM97;ENO1;RRP9;TBK1;FDXR;PSPH;STARD4;TUBA4A;CDC25A;SYTL2;ACLY;DDX39A;MTHFD2;PPA1;PSME3;HMBS;TRIB3;HPRT1;PPIA;NUP205;PSMD12;PSMD14;SHMT2;PSMD13;RPN1;GMPS;PIK3R3;SLC1A4;SLC1A5;CORO1A;ADIPOR2;ACACA;HSP90B1;ATP5MC1;SLC9A3R1;STIP1;LDHA;EBP;RDH11;PRDX1;PGK1;SSR1;ATP6V1D;HSPA9;SDF2L1;HSPA5;GOT1;HSPA4;SRD5A1;PLK1;ASNS;DHCR24;EIF2S2;DHFR;MLLT11;CCT6A;QDPR;SQLE;COPS5;BHLHE40;NMT1;PSMG1;CALR;NFKBIB;GPI;GSK3B;ATP2A2;PHGDH;SLC37A4;PGM1;ACTR3;ACTR2;TPI1;HMGCS1;ELOVL5;ELOVL6;CACYBP;TUBG1;UCHL5;PSMA3;PSMA4;CANX;MCM4;EEF1E1;GAPDH;MCM2;TOMM40;NUFIP1;USO1;HMGCR;ADD3;UNG;AURKA;HSPD1;GGA2;PSMB5;YKT6;LDLR;SEC11A;BUB1;CYB5B;RRM2;NFYC;TXNRD1;CYP51A1;RPA1;IMMT;PDAP1;GTF2H1;PFKL;PSMC6;PSMC4;PSAT1;PSMC2;CCNG1;TCEA1;POLR3G
Interferon Alpha Response	64/97	1.70645725941453e-09	1.06653578713408e-08	0	0	3.47507619326949	70.1577794721585	RTP4;OGFR;IFITM1;SAMD9L;CSF1;UBE2L6;ADAR;IFI35;IFIT3;IFI44L;OASL;IFIH1;TRIM5;DHX58;EPSTI1;TRIM25;TRIM26;TRIM21;CMTR1;HERC6;RSAD2;SP110;TAP1;HLA-C;TRAFD1;PARP9;PLSCR1;PSMA3;IFI27;OAS1;IRF2;PSME1;IRF7;CMPK2;TRIM14;PSME2;NCOA7;LAP3;CD47;IRF9;LY6E;RNF31;CNP;SAMD9;DDX60;USP18;HELZ2;MVB12A;GBP2;GBP4;PNPT1;MX1;IFI44;EIF2AK2;ISG15;TDRD7;NMI;PARP14;PARP12;PSMB8;PSMB9;BST2;ISG20;MOV10
Unfolded Protein Response	67/113	3.58474764518561e-07	1.99152646954756e-06	0	0	2.60828991201845	38.7106936482282	POP4;IFIT1;RRP9;CKS1B;EDC4;TATDN2;KHSRP;KIF5B;MTREX;BANF1;CHAC1;TTC37;IMP3;SLC30A5;DDX10;PDIA6;YWHAZ;MTHFD2;DKC1;NHP2;GEMIN4;PREB;KDELR3;ATF6;DCP2;EXOC2;SHC1;DCTN1;GOSR2;CEBPG;PARN;CXXC1;NOLC1;SLC1A4;SDAD1;HSP90B1;EXOSC10;EXOSC9;SSR1;EXOSC2;EIF4E;SEC11A;EXOSC1;PAIP1;HSPA9;NOP56;NOP14;NPM1;HSPA5;NFYA;FUS;NFYB;LSM1;ASNS;EIF2S1;LSM4;YIF1A;CNOT4;SPCS3;CNOT6;SPCS1;XPOT;PSAT1;SRPRA;CALR;ALDH18A1;EIF4G1
Myc Targets V2	38/58	4.44002791898582e-06	2.22001395949291e-05	0	0	3.39556953179595	41.8498847822593	NIP7;PPAN;NOLC1;NOC4L;TMEM97;PHB;RABEPK;WDR43;RRP9;SRM;TBRG4;HSPD1;UNG;TCOF1;UTP20;MAP3K6;SLC19A1;PLK4;NOP56;NPM1;NOP16;CBX3;PRMT3;PLK1;IMP4;TFB2M;PA2G4;BYSL;AIMP2;LAS1L;CDK4;GRWD1;MRTO4;MCM4;MPHOSPH10;MCM5;FARSA;DCTPP1
