gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster
FAM87B	2.36431281278415e-05	0.00323796696861156	0.56657223796034	0.0506358696710616	0.000204947849871168	c32
AL645608.8	3.90781094534802e-07	0.0195744174527553	2.8328611898017	0.647554871754922	4.25243878926288e-06	c32
HES4	9.75616852443724e-51	0.324540320038568	26.628895184136	6.75501976746451	5.05722380173997e-49	c32
LINC01342	1.37787353610314e-22	0.00298146964625092	0.28328611898017	0.00194753344888698	3.81594737025823e-21	c32
UBE2J2	0.000515050663676728	0.045896728062809	22.0963172804533	14.7136152063412	0.00357634972223397	c32
AURKAIP1	0.000247345616653125	0.106924753206459	51.2747875354108	36.1783551132491	0.00182358260965322	c32
CCNL2	0.00413075344436973	0.0489985063586558	18.6968838526912	13.1322180458449	0.0236688672645247	c32
MRPL20	2.9873910444021e-10	0.194400635146746	49.5750708215297	31.0475782421563	4.38473176573994e-09	c32
ANKRD65	3.15452626800841e-09	0.0221404954150313	2.54957507082153	0.442090092897345	4.29543247975907e-08	c32
MIB2	2.45698676208868e-10	0.0902378728822978	18.413597733711	8.50293103784058	3.65907735465941e-09	c32
MMP23B	1.64362883854821e-197	0.204318559061434	17.2804532577904	0.987399458585701	2.7562011993615e-195	c32
CDK11B	1.36029296327906e-07	0.0674968914123663	20.6798866855524	11.0873079245136	1.57261307833344e-06	c32
SLC35E2B	2.28466427674999e-15	0.0938835443779718	15.8640226628895	5.72477457300329	4.62699701169331e-14	c32
CDK11A	2.16047223361357e-10	0.0823111354345845	18.9801699716714	8.77753325413364	3.23472847191661e-09	c32
SLC35E2A	0.000335334664317097	0.0252404071193779	4.24929178470255	1.73233100278497	0.00241236678933222	c32
NADK	2.43031820643085e-132	0.477164434349575	44.4759206798867	8.45619023506729	2.92143412212465e-130	c32
GNB1	2.40554088229691e-34	0.334876821555991	48.4419263456091	20.911640407424	9.06483484387346e-33	c32
FAAP20	3.51377334566692e-14	0.249672436620152	46.742209631728	27.7718269811284	6.76880703428932e-13	c32
RER1	2.02109152981834e-10	0.177759507577197	47.5920679886686	28.9111340487273	3.0328128736934e-09	c32
PEX10	0.000446641639799407	0.0374002495493652	7.93201133144476	4.17648548113814	0.00313706121792513	c32
TPRG1L	0.000125406789101099	0.0237957742595342	5.38243626062323	2.29029933589109	0.000975806959970242	c32
AJAP1	0	0.0473596922877189	4.53257790368272	0.00389506689777397	0	c32
NPHP4	9.45465935846736e-05	0.0250411075285628	3.96600566572238	1.45870255321635	0.000749268349632038	c32
KCNAB2	4.47269081124953e-07	0.102964524765664	30.028328611898	18.3262897540265	4.83263867357239e-06	c32
RPL22	3.33227855316398e-22	0.470957188140924	98.5835694050991	89.4794243091125	9.08601285496044e-21	c32
GPR153	1.1948727599951e-08	0.0242528626852682	2.26628895184136	0.380742789257406	1.53715545165768e-07	c32
ACOT7	6.73974246117768e-06	0.0559464345996117	14.4475920679887	7.78721249537461	6.2753326669344e-05	c32
ZBTB48	0.000898967285146477	0.0356033989949134	7.93201133144476	4.30112762186691	0.0058874369867687	c32
KLHL21	0.00112756825451282	0.0332039897661074	8.21529745042493	4.53483163573334	0.00725424594664322	c32
CAMTA1	7.50538713787841e-05	0.0879381911327622	37.3937677053824	25.658753189086	0.000604794987578486	c32
PARK7	7.36034611515925e-70	0.87151191659226	88.9518413597734	49.2015112859563	5.18595142878594e-68	c32
RERE	1.35281464161868e-40	0.212904631188162	28.0453257790368	8.15334878376536	5.89996065677596e-39	c32
AL096855.1	1.41879841381811e-06	0.00591182493483688	0.84985835694051	0.0856914717510273	1.44807246508314e-05	c32
GPR157	6.56821639348667e-35	0.115547804230174	10.4815864022663	1.77225543848716	2.50893896816351e-33	c32
H6PD	3.17142916068082e-05	0.0377208483328861	7.08215297450425	3.15597795392136	0.000269274408078261	c32
SPSB1	1.08677567255069e-11	0.0778653525701728	10.7648725212465	3.79087385825852	1.77105357172036e-10	c32
PIK3CD	4.92571032879013e-09	0.0795866621866004	21.5297450424929	10.8594465109938	6.5737553922389e-08	c32
PIK3CD-AS1	0.00216048420891795	0.00580835980072717	0.84985835694051	0.170409176777611	0.0131838281293105	c32
LZIC	9.35774935746468e-06	0.0512607067891366	15.5807365439093	8.62854694529379	8.58659912313681e-05	c32
PGD	2.42028304022072e-23	0.246181361120523	40.5099150141643	18.533702066333	6.85569701038197e-22	c32
CENPS	0.000426286826722947	0.0143575358949226	1.69971671388102	0.445011393070676	0.00300479352556414	c32
CORT	0.000153289897079933	0.00353341785982192	0.28328611898017	0.0165540343155394	0.00117327218808519	c32
DFFA	1.69505362350579e-14	0.104053621527278	14.7308781869688	5.4472510565369	3.30930518690946e-13	c32
CASZ1	1.57599412579489e-10	0.0455820626362368	7.08215297450425	2.10625742497127	2.37767390872286e-09	c32
AL139423.1	0.00401348038867114	0.00372294915605011	0.56657223796034	0.0934816055465753	0.0230604943079069	c32
TARDBP	4.10251707495771e-05	0.064875365591191	16.71388101983	9.94021072311917	0.000343975544149829	c32
SRM	2.29423688313156e-06	0.0818002475490122	20.1133144475921	11.7192825286774	2.27915037282187e-05	c32
EXOSC10	0.00952370250092246	0.0206153292423265	11.614730878187	7.66938672171695	0.0497594538831496	c32
MTOR	3.44623494145221e-10	0.0627819142093957	11.8980169971671	4.68089664439987	5.02084393859358e-09	c32
FBXO6	2.23438860865047e-09	0.084863256991192	17.2804532577904	8.2594893567297	3.07622845471754e-08	c32
MAD2L2	2.16868346048831e-30	0.306182782724298	43.9093484419263	19.0244804954525	7.42176590794459e-29	c32
MTHFR	0.000434042189188423	0.0473278086543986	8.78186968838527	4.78801098408865	0.00305618389785641	c32
KIAA2013	5.80609819103904e-12	0.0645717118407675	10.7648725212465	3.72952655461858	9.73138036637018e-11	c32
MIIP	7.36065975667624e-19	0.185916106560418	30.8781869688385	13.8927298576353	1.78110971803325e-17	c32
TNFRSF1B	0.00364476158363537	0.0816738975236868	48.4419263456091	35.7401600872495	0.0211338198464667	c32
VPS13D	1.44563146299395e-14	0.0993804547784435	16.71388101983	6.36843437786044	2.82538391642722e-13	c32
LRRC38	2.82362726053964e-33	0.00246053750318781	0.28328611898017	0.000973766724443492	1.02933490286933e-31	c32
DNAJC16	0.000152717999375003	0.0356892765442749	5.6657223796034	2.49965918164644	0.00117071000298031	c32
DDI2	1.95248567937842e-05	0.0449522925361134	9.34844192634561	4.54456930297778	0.000171195986182989	c32
PLEKHM2	0.000792157770503949	0.0330822326845823	9.91501416430595	5.66440103608779	0.00525150964759072	c32
AL450998.2	1.9652310894484e-05	0.042539376369146	9.63172804532578	4.71789977992872	0.000172268479555464	c32
SPEN	7.80204442802029e-06	0.0673825608507208	22.9461756373938	13.8138547529554	7.22232862343208e-05	c32
EPHA2	0	0.205991209245843	18.6968838526912	0.473250628079537	0	c32
AL137798.2	5.74241064176283e-06	0.00380039063916493	0.28328611898017	0.0116852006933219	5.39954041998537e-05	c32
ATP13A2	8.05307904572004e-273	0.43105737362825	37.9603399433428	3.39065573451224	1.77686950681157e-270	c32
SDHB	2.98206767878284e-06	0.102019298857732	30.028328611898	19.240656708279	2.92007549813193e-05	c32
PADI4	1.92710710687408e-08	0.0330331997189473	4.81586402266289	1.33600794593647	2.4370783616268e-07	c32
ALDH4A1	2.02563513243117e-06	0.0233343739602886	3.11614730878187	0.821859115430307	2.03096415759272e-05	c32
AL035413.1	0.00451125398731474	0.0150502995015157	1.98300283286119	0.709875942119306	0.0256047446651822	c32
AKR7A2	1.71789368040018e-05	0.0926314968052011	22.9461756373938	14.6201336007946	0.000151897490781074	c32
PLA2G5	9.26680643318031e-05	0.00175838833990818	0.28328611898017	0.0155802675910959	0.000735423933166117	c32
DDOST	1.64413503466595e-06	0.128322337655976	41.9263456090652	27.9023117222038	1.66538812421101e-05	c32
KIF17	0.00118113648458183	0.0124241739611105	1.13314447592068	0.256100648528638	0.0075770764001349	c32
HP1BP3	2.20452384650344e-06	0.110420135474842	45.6090651558074	29.4028862445713	2.19392643216714e-05	c32
EIF4G3	2.05552195210376e-15	0.125284954281495	20.6798866855524	8.55259314078719	4.17553574982773e-14	c32
ECE1	6.49198482028692e-08	0.0797405383464218	16.9971671388102	8.5594095078583	7.74557762016303e-07	c32
AL031728.1	5.4290431464495e-35	0.0392853462698565	4.53257790368272	0.383664089430736	2.08806478263329e-33	c32
LDLRAD2	8.91233298009491e-14	0.010560848945551	1.13314447592068	0.0681636707110445	1.67077598371394e-12	c32
HSPG2	6.81859069120502e-05	0.0166085852034408	2.26628895184136	0.607630436052739	0.000553843290389039	c32
TEX46	3.21598310601161e-08	0.00243143961250572	0.28328611898017	0.00779013379554794	3.95831687007862e-07	c32
KDM1A	4.38272365594597e-16	0.0898867009720971	12.7478753541076	4.10053167663155	9.22710520860739e-15	c32
HNRNPR	4.03840495375536e-06	0.102705201011553	41.643059490085	26.9119909634448	3.88302824939929e-05	c32
RPL11	6.42195215405797e-20	0.341630462143051	100	98.2569575632461	1.62305524749658e-18	c32
ELOA	0.00474838227726162	0.036022264238589	9.34844192634561	5.78612187664323	0.0268325602046841	c32
SRSF10	0.0038728564385408	0.101155347000277	54.1076487252125	41.0384248349465	0.0223366911841413	c32
IFNLR1	9.4463614629499e-36	0.0945928375906272	10.4815864022663	1.72746216916276	3.69675695151008e-34	c32
STPG1	0.000423582650556745	0.0147489266935678	2.8328611898017	0.974740491167936	0.00298761617967868	c32
NCMAP	2.14517204089405e-99	0.0423989842020309	3.96600566572238	0.104193039515454	2.05556514021442e-97	c32
SRRM1	2.08218605258215e-05	0.175785028664473	63.7393767705383	45.5722827039554	0.000181949858862689	c32
RHCE	0.00480206741408588	0.00738592270134252	1.41643059490085	0.428457358755137	0.027103961113028	c32
MACO1	7.92454651582455e-07	0.0738810019334397	16.1473087818697	8.54480300699165	8.31841756017915e-06	c32
STMN1	4.8069555103067e-140	0.87691971631006	73.371104815864	18.3126570198843	6.06073962047618e-138	c32
PAFAH2	1.94778569154223e-53	0.108527011571458	11.614730878187	1.49960075564298	1.05703618969164e-51	c32
AL513365.2	5.75244734945665e-06	0.00241350910957782	0.28328611898017	0.0116852006933219	5.39954041998537e-05	c32
HMGN2	5.75964139599558e-06	0.253410319163923	82.7195467422096	59.5886809355951	5.40478044596809e-05	c32
AL512408.1	8.66201612460662e-05	0.0040856982726321	0.56657223796034	0.057452236742166	0.000692177023557438	c32
ARID1A	1.83448568299743e-07	0.0936070458832082	26.3456090651558	15.3689602118916	2.08276847787297e-06	c32
WASF2	4.85661739890663e-18	0.232804323085371	46.4589235127479	24.3578008452295	1.13902961066105e-16	c32
AHDC1	2.08259497108124e-08	0.0449211421143018	6.79886685552408	2.28737803571776	2.6238193140542e-07	c32
THEMIS2	2.37043158265944e-228	0.908082388655272	70.2549575070822	13.6200751747911	4.41664080106846e-226	c32
AL353622.1	0.00271897699607773	0.00755294696894743	1.41643059490085	0.400218123746275	0.0162258096965222	c32
AL360012.1	2.8897777487149e-09	0.0456962300494969	5.38243626062323	1.5112859563363	3.95258426331159e-08	c32
YTHDF2	6.12231247915165e-11	0.140344868018514	34.5609065155807	19.2903188112256	9.46657980294089e-10	c32
OPRD1	2.82362726053964e-33	0.00225089723481039	0.28328611898017	0.000973766724443492	1.02933490286933e-31	c32
AL009181.1	3.16877011147849e-17	0.00241918865638208	0.28328611898017	0.00292130017333048	7.0527059916332e-16	c32
EPB41	9.89193377914082e-05	0.036468636703247	19.5467422096317	11.7845248992151	0.000781521024934805	c32
SRSF4	9.8838144861456e-05	0.0918334874655154	36.8271954674221	25.5175570140417	0.00078106354909602	c32
MECR	0.00858707876446818	0.0224643549226842	4.81586402266289	2.58924572029525	0.0454248340067404	c32
PUM1	3.25850632281235e-07	0.0877797419221084	23.5127478753541	13.483747833369	3.58072690217827e-06	c32
