Sample	V1
S133A	0.335599117133222
S133B	0.291983919718016
S134A	0.269761296238425
S134B	0.38221092266598
S135A	0.186995252234943
S135B	0.270943872698351
S149A	0.595310455170696
S149B	0.443910984848485
S150A	0.713706196481757
S150B	0.237129118880379
S158A	0.11805102189878
S158B	0.186929695616408
S159A	0.477930901751719
S159B	0.216064250926838
